gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
neutral	( ( The school ) ( ( is ( ( having ( ( a ( special event ) ) ( in order ) ) ) ( to ( ( show ( the ( american culture ) ) ) ( on ( how ( ( other cultures ) ( are ( dealt ( with ( in parties ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A ( high school ) ) ( ( is ( hosting ( an event ) ) ) . ) )	(ROOT (S (NP (DT The) (NN school)) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (JJ special) (NN event)) (PP (IN in) (NP (NN order)))) (S (VP (TO to) (VP (VB show) (NP (DT the) (NN american) (NN culture)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS cultures)) (VP (VBP are) (VP (VBN dealt) (PP (IN with) (PP (IN in) (NP (NNS parties)))))))))))))) (. .)))	(ROOT (S (NP (DT A) (JJ high) (NN school)) (VP (VBZ is) (VP (VBG hosting) (NP (DT an) (NN event)))) (. .)))	The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.	A high school is hosting an event.	3636329461.jpg#0	3636329461.jpg#0r1n	neutral	neutral	neutral	neutral	entailment
entailment	( ( The school ) ( ( is ( ( having ( ( a ( special event ) ) ( in order ) ) ) ( to ( ( show ( the ( american culture ) ) ) ( on ( how ( ( other cultures ) ( are ( dealt ( with ( in parties ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A school ) ( ( is ( hosting ( an event ) ) ) . ) )	(ROOT (S (NP (DT The) (NN school)) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (JJ special) (NN event)) (PP (IN in) (NP (NN order)))) (S (VP (TO to) (VP (VB show) (NP (DT the) (NN american) (NN culture)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS cultures)) (VP (VBP are) (VP (VBN dealt) (PP (IN with) (PP (IN in) (NP (NNS parties)))))))))))))) (. .)))	(ROOT (S (NP (DT A) (NN school)) (VP (VBZ is) (VP (VBG hosting) (NP (DT an) (NN event)))) (. .)))	The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.	A school is hosting an event.	3636329461.jpg#0	3636329461.jpg#0r1e	entailment				
contradiction	( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) )	( ( The women ) ( ( ( do not ) ( care ( ( what clothes ) ( they wear ) ) ) ) . ) )	(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .)))	(ROOT (S (NP (DT The) (NNS women)) (VP (VBP do) (RB not) (VP (VB care) (SBAR (WHNP (WP what) (NX (NNS clothes))) (S (NP (PRP they)) (VP (VBP wear)))))) (. .)))	High fashion ladies wait outside a tram beside a crowd of people in the city.	The women do not care what clothes they wear.	4934873039.jpg#0	4934873039.jpg#0r1c	contradiction				
entailment	( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) )	( Women ( ( are ( waiting ( by ( a tram ) ) ) ) . ) )	(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .)))	(ROOT (S (NP (NNP Women)) (VP (VBP are) (VP (VBG waiting) (PP (IN by) (NP (DT a) (NN tram))))) (. .)))	High fashion ladies wait outside a tram beside a crowd of people in the city.	Women are waiting by a tram.	4934873039.jpg#0	4934873039.jpg#0r1e	entailment				
neutral	( ( High ( fashion ladies ) ) ( ( ( wait ( outside ( a tram ) ) ) ( beside ( ( a crowd ) ( of ( people ( in ( the city ) ) ) ) ) ) ) . ) )	( ( The women ) ( ( enjoy ( having ( a ( good ( fashion sense ) ) ) ) ) . ) )	(ROOT (S (NP (JJ High) (NN fashion) (NNS ladies)) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN tram))) (PP (IN beside) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN city)))))))) (. .)))	(ROOT (S (NP (DT The) (NNS women)) (VP (VBP enjoy) (S (VP (VBG having) (NP (DT a) (JJ good) (NN fashion) (NN sense))))) (. .)))	High fashion ladies wait outside a tram beside a crowd of people in the city.	The women enjoy having a good fashion sense.	4934873039.jpg#0	4934873039.jpg#0r1n	neutral	contradiction	neutral	neutral	entailment
neutral	( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )	( ( ( A child ) ( with ( ( mom and ) dad ) ) ) ( , ( ( on ( ( summer vacation ) ( at ( the beach ) ) ) ) . ) ) )	(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))	(ROOT (FRAG (NP (NP (DT A) (NN child)) (PP (IN with) (NP (NN mom) (CC and) (NN dad)))) (, ,) (PP (IN on) (NP (NP (NN summer) (NN vacation)) (PP (IN at) (NP (DT the) (NN beach))))) (. .)))	A man, woman, and child enjoying themselves on a beach.	A child with mom and dad, on summer vacation at the beach.	2946464027.jpg#1	2946464027.jpg#1r1n	neutral				
entailment	( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )	( ( ( A family ) ( of three ) ) ( ( is ( at ( the beach ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (CD three)))) (VP (VBZ is) (PP (IN at) (NP (DT the) (NN beach)))) (. .)))	A man, woman, and child enjoying themselves on a beach.	A family of three is at the beach.	2946464027.jpg#1	2946464027.jpg#1r1e	entailment				
contradiction	( ( ( A ( man ( , ( woman ( , ( and child ) ) ) ) ) ) ( ( enjoying themselves ) ( on ( a beach ) ) ) ) . )	( ( ( A family ) ( of three ) ) ( ( is ( at ( the ( mall shopping ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN man) (, ,) (NN woman) (, ,) (CC and) (NN child)) (VP (VBG enjoying) (NP (PRP themselves)) (PP (IN on) (NP (DT a) (NN beach)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN of) (NP (CD three)))) (VP (VBZ is) (PP (IN at) (NP (DT the) (NN mall) (NN shopping)))) (. .)))	A man, woman, and child enjoying themselves on a beach.	A family of three is at the mall shopping.	2946464027.jpg#1	2946464027.jpg#1r1c	contradiction				
neutral	( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . )	( ( ( The people ) ( waiting ( on ( the train ) ) ) ) ( ( are sitting ) . ) )	(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .)))	(ROOT (S (NP (NP (DT The) (NNS people)) (VP (VBG waiting) (PP (IN on) (NP (DT the) (NN train))))) (VP (VBP are) (VP (VBG sitting))) (. .)))	People waiting to get on a train or just getting off.	The people waiting on the train are sitting.	4934873039.jpg#2	4934873039.jpg#2r1n	neutral				
entailment	( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . )	( There ( are ( people ( just ( getting ( on ( a train ) ) ) ) ) ) )	(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .)))	(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (VP (ADVP (RB just)) (VBG getting) (PP (IN on) (NP (DT a) (NN train))))))))	People waiting to get on a train or just getting off.	There are people just getting on a train	4934873039.jpg#2	4934873039.jpg#2r1c	contradiction	entailment	contradiction	entailment	entailment
entailment	( ( People ( ( ( waiting ( to ( get ( on ( a train ) ) ) ) ) or ) ( just ( getting off ) ) ) ) . )	( There ( ( are ( people ( waiting ( on ( a train ) ) ) ) ) . ) )	(ROOT (NP (NP (NNS People)) (VP (VP (VBG waiting) (S (VP (TO to) (VP (VB get) (PP (IN on) (NP (DT a) (NN train))))))) (CC or) (VP (ADVP (RB just)) (VBG getting) (PRT (RP off)))) (. .)))	(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (VP (VBG waiting) (PP (IN on) (NP (DT a) (NN train)))))) (. .)))	People waiting to get on a train or just getting off.	There are people waiting on a train.	4934873039.jpg#2	4934873039.jpg#2r1e	entailment				
entailment	( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . )	( ( A couple ) ( ( are ( ( playing ( with ( a ( young child ) ) ) ) outside ) ) . ) )	(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (DT a) (JJ young) (NN child))) (ADVP (RB outside)))) (. .)))	A couple playing with a little boy on the beach.	A couple are playing with a young child outside.	2946464027.jpg#3	2946464027.jpg#3r1e	entailment				
neutral	( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . )	( ( A couple ) ( ( are ( ( playing frisbee ) ( with ( ( a ( young child ) ) ( at ( the beach ) ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP are) (VP (VBG playing) (NP (NN frisbee)) (PP (IN with) (NP (NP (DT a) (JJ young) (NN child)) (PP (IN at) (NP (DT the) (NN beach))))))) (. .)))	A couple playing with a little boy on the beach.	A couple are playing frisbee with a young child at the beach.	2946464027.jpg#3	2946464027.jpg#3r1n	neutral				
contradiction	( ( ( A couple ) ( playing ( with ( ( a ( little boy ) ) ( on ( the beach ) ) ) ) ) ) . )	( ( A couple ) ( ( ( ( watch ( a ( little ( girl play ) ) ) ) ( by herself ) ) ( on ( the beach ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN couple)) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ little) (NN boy)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP watch) (NP (DT a) (JJ little) (NN girl) (NN play)) (PP (IN by) (NP (PRP herself))) (PP (IN on) (NP (DT the) (NN beach)))) (. .)))	A couple playing with a little boy on the beach.	A couple watch a little girl play by herself on the beach.	2946464027.jpg#3	2946464027.jpg#3r1c	contradiction				
contradiction	( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) )	( ( The family ) ( ( is ( ( sitting down ) ( for dinner ) ) ) . ) )	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .)))	(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (VP (VBG sitting) (PRT (RP down)) (PP (IN for) (NP (NN dinner))))) (. .)))	A couple play in the tide with their young son.	The family is sitting down for dinner.	2946464027.jpg#4	2946464027.jpg#4r1c	contradiction				
entailment	( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) )	( ( The family ) ( ( is outside ) . ) )	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .)))	(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (ADVP (RB outside))) (. .)))	A couple play in the tide with their young son.	The family is outside.	2946464027.jpg#4	2946464027.jpg#4r1e	entailment				
neutral	( ( A couple ) ( ( play ( in ( ( the tide ) ( with ( their ( young son ) ) ) ) ) ) . ) )	( ( The family ) ( ( is ( on vacation ) ) . ) )	(ROOT (S (NP (DT A) (NN couple)) (VP (VBP play) (PP (IN in) (NP (NP (DT the) (NN tide)) (PP (IN with) (NP (PRP$ their) (JJ young) (NN son)))))) (. .)))	(ROOT (S (NP (DT The) (NN family)) (VP (VBZ is) (PP (IN on) (NP (NN vacation)))) (. .)))	A couple play in the tide with their young son.	The family is on vacation.	2946464027.jpg#4	2946464027.jpg#4r1n	neutral				
contradiction	( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) )	( ( The people ) ( ( are ( ( standing still ) ( on ( the curb ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG standing) (ADVP (RB still)) (PP (IN on) (NP (DT the) (NN curb))))) (. .)))	A man and a woman cross the street in front of a pizza and gyro restaurant.	The people are standing still on the curb.	190083339.jpg#4	190083339.jpg#4r1c	contradiction				
entailment	( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) )	( ( Near ( ( a couple ) ( of restaurants ) ) ) ( , ( ( two people ) ( ( walk ( across ( the street ) ) ) . ) ) ) )	(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .)))	(ROOT (S (PP (IN Near) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS restaurants))))) (, ,) (NP (CD two) (NNS people)) (VP (VBP walk) (PP (IN across) (NP (DT the) (NN street)))) (. .)))	A man and a woman cross the street in front of a pizza and gyro restaurant.	Near a couple of restaurants, two people walk across the street.	190083339.jpg#4	190083339.jpg#4r1e	entailment				
neutral	( ( ( ( A man ) and ) ( a woman ) ) ( ( cross ( ( the street ) ( in ( front ( of ( a ( pizza ( and ( gyro restaurant ) ) ) ) ) ) ) ) ) . ) )	( ( The couple ) ( ( are ( ( walking ( across ( the street ) ) ) together ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP cross) (NP (NP (DT the) (NN street)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN pizza) (CC and) (NN gyro) (NN restaurant))))))) (. .)))	(ROOT (S (NP (DT The) (NN couple)) (VP (VBP are) (VP (VBG walking) (PP (IN across) (NP (DT the) (NN street))) (ADVP (RB together)))) (. .)))	A man and a woman cross the street in front of a pizza and gyro restaurant.	The couple are walking across the street together.	190083339.jpg#4	190083339.jpg#4r1n	neutral				
contradiction	( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . )	( ( The woman ) ( ( is nake ) . ) )	(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADJP (JJ nake))) (. .)))	A woman in a green jacket and hood over her head looking towards a valley.	The woman is nake.	4950996568.jpg#2	4950996568.jpg#2r1c	contradiction				
neutral	( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . )	( ( The woman ) ( ( is cold ) . ) )	(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADJP (JJ cold))) (. .)))	A woman in a green jacket and hood over her head looking towards a valley.	The woman is cold.	4950996568.jpg#2	4950996568.jpg#2r1n	neutral				
entailment	( ( ( ( A woman ) ( in ( ( a ( green ( ( jacket and ) hood ) ) ) ( over ( her head ) ) ) ) ) ( looking ( towards ( a valley ) ) ) ) . )	( ( The woman ) ( ( is ( wearing green ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ green) (NN jacket) (CC and) (NN hood)) (PP (IN over) (NP (PRP$ her) (NN head)))))) (VP (VBG looking) (PP (IN towards) (NP (DT a) (NN valley)))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (ADJP (JJ green)))) (. .)))	A woman in a green jacket and hood over her head looking towards a valley.	The woman is wearing green.	4950996568.jpg#2	4950996568.jpg#2r1e	entailment				
neutral	( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) )	( ( ( The man ) ( with ( the sign ) ) ) ( ( is caucasian ) . ) )	(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (S (NP (NP (DT The) (NN man)) (PP (IN with) (NP (DT the) (NN sign)))) (VP (VBZ is) (ADJP (JJ caucasian))) (. .)))	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The man with the sign is caucasian.	190083339.jpg#1	190083339.jpg#1r1n	neutral				
contradiction	( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) )	( They ( ( are ( protesting ( outside ( the capital ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG protesting) (PP (IN outside) (NP (DT the) (NN capital))))) (. .)))	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	They are protesting outside the capital.	190083339.jpg#1	190083339.jpg#1r2c	contradiction				
entailment	( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) )	( ( ( A woman ) ( in white ) ) . )	(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (JJ white))) (. .)))	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A woman in white.	190083339.jpg#1	190083339.jpg#1r3e	entailment				
entailment	( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) )	( ( A man ) ( ( is ( advertising ( for ( a restaurant ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG advertising) (PP (IN for) (NP (DT a) (NN restaurant))))) (. .)))	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	A man is advertising for a restaurant.	190083339.jpg#1	190083339.jpg#1r4e	entailment				
contradiction	( ( Woman ( ( ( in ( white ( in foreground ) ) ) and ) ( ( ( a man ) slightly ) ( behind ( walking ( with ( ( a sign ) ( for John ) ) ) ) ) ) ) ) ( ( 's ( ( ( Pizza and ) Gyro ) ( in ( the background ) ) ) ) . ) )	( ( The woman ) ( ( is ( wearing black ) ) . ) )	(ROOT (S (NP (NP (NNP Woman)) (PP (PP (IN in) (NP (NP (JJ white)) (PP (IN in) (NP (NN foreground))))) (CC and) (PP (ADVP (NP (DT a) (NN man)) (RB slightly)) (IN behind) (S (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (NN sign)) (PP (IN for) (NP (NNP John)))))))))) (VP (VBZ 's) (NP (NP (NNP Pizza) (CC and) (NNP Gyro)) (PP (IN in) (NP (DT the) (NN background))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (ADJP (JJ black)))) (. .)))	Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.	The woman is wearing black.	190083339.jpg#1	190083339.jpg#1r5c	contradiction				
