index	question	sentence	label
172	What years were the miners strike?	The miners strike of 1984–85 over coal mine closures, for which miners' leader Arthur Scargill was blamed, and the Wapping dispute led to clashes with the left of the party, and negative coverage in most of the press.	entailment
173	How many contestants did this season have?	The top 10 contestants started with five males and five females, however, the males were eliminated consecutively in the first five weeks, with Lazaro Arbos the last male to be eliminated.	entailment
174	Roughly how many Malians are descendants of slaves?	An estimated 800,000 people in Mali are descended from slaves.	entailment
175	How did hackers release their software for running Windows on Macs?	The group released their software as open source and has posted it for download on their website.	entailment
176	What do the Orthodox believe Mary remained to be before and after she gave birth to Christ?	She is also proclaimed as the "Lady of the Angels".	not_entailment
177	What allies did Nasser meet at the Academy?	At the academy, he met Abdel Hakim Amer and Anwar Sadat, both of whom became important aides during his presidency.	not_entailment
178	Neo-classical music emerged during what era?	The high-modern era saw the emergence of neo-classical and serial music.	entailment
179	When John Hunyadi died, which province was left in chaos?	In an extremely unusual event for the Middle Ages, Hunyadi's son, Matthias, was elected as King of Hungary by the nobility.	not_entailment
180	When was the only vice presidential debate held at Washington University?	The university hosted the only 2008 vice presidential debate, between Republican Sarah Palin and Democrat Joe Biden, on October 2, 2008, also at the Washington University Athletic Complex.	entailment
181	What other royal figure strongly influenced Frederick William III's decision to go to war with France?	At the insistence of his court, especially his wife Queen Louise, Frederick William III decided to challenge the French domination of Central Europe by going to war.	entailment
182	Who did the Cubs send to the New York Yankees for minor leaguer Corey Black?	Three days later, the Cubs sent Alfonso Soriano to the New York Yankees for minor leaguer Corey Black.	entailment
183	Who still gives salmon to the abbey today?	In the present era, the Fishmonger's Company still gives a salmon every year.	entailment
184	What years do many historians consider Atlantic City's golden age?	The 1920s, with tourism at its peak, are considered by many historians as Atlantic City's golden age.	entailment
185	All modern birds lie within which crown group?	Depending on the taxonomic viewpoint, the number of known living bird species varies anywhere from 9,800 to 10,050.	not_entailment
186	How is most of Thuringia's clean gas consumption carried out?	Since 2000, the importance of environmentally unfriendly lignite combustion has declined in favour of renewable energies, which reached an amount of 40% (in 2013), and more clean gas combustion, often carried out as Cogeneration in the municipal power stations.	entailment
187	Shell has minor renewable energy activities in which two areas?	It has minor renewable energy activities in the form of biofuels and wind.	entailment
188	Who wrote the Decretum?	Canon law was also studied, and around 1140 a monk named Gratian (fl. 12th century), a teacher at Bologna, wrote what became the standard text of canon law—the Decretum.	entailment
189	How many Buddhas are considered to have existed in the Pali Canon?	Buddhists do not consider Siddhartha Gautama to have been the only Buddha.	not_entailment
